|word|wordcount
3467|заявил задержан|2
3468|медиков помогло|2
3469|украины неоднократно|2
3470|показали последние|2
3471|доме находятся|2
3472|шувалов передает|2
3473|участием российских|2
3474|настоящее обсуждается|2
3475|пострадавших поступало|2
3476|ринге провел|2
3477|подготовлен центральным|2
3478|наказание счет|2
3479|издания получил|2
3480|опубликованной опубликованной|2
3481|операция освобождению|2
3482|постановления выплате|2
3483|поражать цели|2
3484|участие тушении|2
3485|встречи участием|2
3486|отношении лиц|2
3487|убийство сообщает|2
3488|трех арестован|2
3489|локомотив обыграл|2
3490|мчс инцидент|2
3491|сша акций|2
3492|удостоен нобелевской|2
3493|игра состоится|2
3494|государства призвал|2
3495|сша джорджа|2
3496|участники требовали|2
3497|назначено февраля|2
3498|районе катастрофы|2
3499|ирана ирана|2
3500|игра завершилась|2
3501|москвы очередь|2
3502|петербургу результате|2
3503|носителя протон|2
3504|решили провести|2
3505|статусе крыма|2
3506|произошло февраля|2
3507|беседе изданием|2
3508|очередь действовать|2
3509|марта объявил|2
3510|произошло последние|2
3511|промышленного производства|2
3512|росстата составил|2
3513|ранее присяжные|2
3514|франции швеции|2
3515|аналитиков выражении|2
3516|чемпионата кхл|2
3517|проводиться инициативе|2
3518|мебели наркотических|2
3519|тюрьме примут|2
3520|указывается участвовать|2
3521|раскрыл какую|2
3522|проживают совершено|2
3523|заместителя министра|2
3524|годы отличие|2
3525|находится разработке|2
3526|аналитиков объем|2
3527|создан запущен|2
3528|отпустили подписку|2
3529|челси выиграл|2
3530|указывается многие|2
3531|размер составил|2
3532|сравнения первом|2
3533|словам очередь|2
3534|лидеров экономического|2
3535|сложности ученые|2
3536|финал кубка|2
3537|собравшихся уйти|2
3538|незначительные травмы|2
3539|сша представители|2
3540|процента рубля|2
3541|данным грозит|2
3542|ведется следствие|2
3543|согласно сообщению|2
3544|поводом предотвращения|2
3545|стала победителем|2
3546|результате наводнения|2
3547|управления федеральной|2
3548|словам возбуждено|2
3549|насчитывается квадратных|2
3550|состоявшейся среду|2
3551|боинг летевший|2
3552|обвинения последовательно|2
3553|прошлом первым|2
3554|университета имени|2
3555|соответствии которым|2
3556|палестинцев задержанных|2
3557|прокуратура возбудила|2
3558|россии нашим|2
3559|сечин передает|2
3560|говорится настоящее|2
3561|мая завершился|2
3562|ммвб продано|2
3563|ранения получили|2
3564|версия фильма|2
3565|кремле считают|2
3566|ближайшее арестован|2
3567|среди мирного|2
3568|убиты избирателей|2
3569|цен жилье|2
3570|агентство арестован|2
3571|падения работают|2
3572|территорией страны|2
3573|подготовить проект|2
3574|милиция задержала|2
3575|виновной убийстве|2
3576|пройдут лондоне|2
3577|новых правил|2
3578|установить использоваться|2
3579|тур выборов|2
3580|полицейских подозреваемых|2
3581|издание живет|2
3582|работал обычном|2
3583|заявило ходе|2
3584|данным годом|2
3585|банка россии|2
3586|отозвал лицензию|2
3587|задержание произведено|2
3588|результаты исследования|2
3589|официальный представитель|2
3590|пострадали большинство|2
3591|министр россии|2
3592|госдумы вопросам|2
3593|подтвердили среду|2
3594|борту пострадал|2
3595|полученных травм|2
3596|вынужден продать|2
3597|данным ведомостей|2
3598|издания чемпионом|2
3599|связано удастся|2
3600|отставку главу|2
3601|пострадали числе|2
3602|пострадавшего называется|2
3603|беспорядков центре|2
3604|субботу июня|2
3605|европейские фондовые|2
3606|принято октябре|2
3607|грозит тюремное|2
3608|рекламных конструкций|2
3609|рынок внешних|2
3610|первым покупателем|2
3611|новости районе|2
3612|перешел ювентус|2
3613|донбасса неоднократно|2
3614|вышел финал|2
3615|ходатайство выплате|2
3616|годы проект|2
3617|больницах находятся|2
3618|помимо докладе|2
3619|предложения составила|2
3620|сша странах|2
3621|связи событиями|2
3622|примечательно ходе|2
3623|впоследствии скончался|2
3624|новости инцидент|2
3625|результате документа|2
3626|сути песков|2
3627|исключает случае|2
3628|создании преступного|2
3629|убийстве находится|2
3630|людей получили|2
3631|продления санкций|2
3632|новости задержан|2
3633|коалиции ираке|2
3634|повысил курс|2
3635|чемпионат выиграв|2
3636|постановил россии|2
3637|ввести войска|2
3638|выборов париже|2
3639|сообщалось случае|2
3640|послужило поводом|2
3641|спорта туризма|2
3642|вины признает|2
3643|гражданская сирии|2
3644|словам убиты|2
3645|проводятся следственные|2
3646|сша составляет|2
3647|проекта планируется|2
3648|месяцев число|2
3649|подсудимые отрицают|2
3650|председатель парламентской|2
3651|февраля суд|2
3652|органах удалось|2
3653|одержал победы|2
3654|доме округе|2
3655|государства михаил|2
3656|обвиняется убийстве|2
3657|глава минэкономразвития|2
3658|теракта возросло|2
3659|месяцев отток|2
3660|взятку границей|2
3661|подозрению получении|2
3662|призвал сотрудников|2
3663|безработицы стране|2
3664|долларов долларов|2
3665|исключен лидеров|2
3666|официальном пресс|2
3667|операции ираке|2
3668|конце стало|2
3669|объединяет акций|2
3670|семьям погибших|2
3671|пользу российских|2
3672|чемпионом трижды|2
3673|здравоохранения последние|2
3674|киеве странах|2
3675|акций сибнефти|2
3676|совершено пятницу|2
3677|принят возглавил|2
3678|жертвами теракта|2
3679|службе прокуратуры|2
3680|ожидается обсуждаться|2
3681|рамзан кадыров|2
3682|москвы собрались|2
3683|действиях афганистане|2
3684|удалось разрешение|2
3685|серии пенальти|2
3686|предыдущим днем|2
3687|находится москве|2
3688|имеют отношения|2
3689|росстата доля|2
3690|киеве проходил|2
3691|арестован занимал|2
3692|тарифов газ|2
3693|отношения киевом|2
3694|сми результате|2
3695|частности деле|2
3696|опубликованной понедельник|2
3697|составляет тонн|2
3698|выразил сожаление|2
3699|россии проводиться|2
3700|квартале выросли|2
3701|тип взрывного|2
3702|отмечается проведен|2
3703|москвы возбуждено|2
3704|столкновений участием|2
3705|очков турнирной|2
3706|связи произошедшим|2
3707|состоится субботу|2
3708|задержать преступников|2
3709|матчей забил|2
3710|москве приговорен|2
3711|смог мероприятие|2
3712|имеют никакого|2
3713|контроле банком|2
3714|самолеты способны|2
3715|ущерб нанесенный|2
3716|хоккею обыграла|2
3717|последняя встреча|2
3718|пятницу июня|2
3719|количество детей|2
3720|россии белоруссии|2
3721|отказался рассматривать|2
3722|составили миллиарда|2
3723|ленина погибли|2
3724|москвы разработали|2
3725|частности прибудет|2
3726|системы принято|2
3727|высоком уровне|2
3728|землетрясения выросло|2
3729|оппозиции майдане|2
3730|отказался комментариев|2
3731|пришли специалисты|2
3732|годы рынок|2
3733|футболист провел|2
3734|торги процента|2
3735|причастных преступлению|2
3736|запретить информацию|2
3737|сообщалось получил|2
3738|сожалению имеют|2
3739|задержан возглавил|2
3740|одессе начались|2
3741|компании юкос|2
3742|принимали участие|2
3743|марта примут|2
3744|протесты проходят|2
3745|возглавил пройдет|2
3746|июня связи|2
3747|вынужден совершить|2
3748|квартале сократился|2
3749|крупнейших нефтяных|2
3750|ес примут|2
3751|ближайшие поставит|2
3752|очередь входит|2
3753|числе живет|2
3754|сайте соревнований|2
3755|последовательно отвергают|2
3756|сделки оценивалась|2
3757|соответствовала международному|2
3758|квартале выручка|2
3759|виновными причастности|2
3760|музея решило|2
3761|ленина москве|2
3762|готовности уйти|2
3763|полиции нападавшие|2
3764|ставка ндс|2
3765|пройдет среду|2
3766|считают сша|2
3767|пишет комсомольская|2
3768|постановление возбуждении|2
3769|пхенчхане пройдут|2
3770|сравнения выражении|2
3771|сроков выхода|2
3772|дональд трамп|2
3773|сделал президент|2
3774|регионов украины|2
3775|получил черепно|2
3776|предполагается составе|2
3777|украины числе|2
3778|строительство новых|2
3779|итогам составил|2
3780|референдум истории|2
3781|развития пенсионной|2
3782|ранение ногу|2
3783|возможном банкротстве|2
3784|задержанных называются|2
3785|референдум статусе|2
3786|сша неоднократно|2
3787|годы мнению|2
3788|президент чечни|2
3789|запустить ракету|2
3790|становился чемпионом|2
3791|проживают вынуждены|2
3792|новости грузия|2
3793|поездок стране|2
3794|масса долларов|2
3795|адвокаты обвиняемых|2
3796|периодом прошлого|2
3797|погибли погибли|2
3798|смогут участвовать|2
3799|россии опубликованном|2
3800|поверхности марса|2
3801|пожара составила|2
3802|победой сборной|2
3803|сми появлялись|2
3804|запланирована сентября|2
3805|москве информации|2
3806|завершится июля|2
3807|знаю настоящее|2
3808|начале исключен|2
3809|кубка гагарина|2
3810|квартале россии|2
3811|пошлин реализацию|2
3812|апреля риа|2
3813|итогам вырос|2
3814|крупнейшим покупателем|2
3815|словам отношении|2
3816|обыграл манчестер|2
3817|заложников началась|2
3818|украина считает|2
3819|информация убит|2
3820|октября президент|2
3821|продолжить борьбу|2
3822|верховном суде|2
3823|бывший тренер|2
3824|выделенных проведение|2
3825|россии газ|2
3826|способна поражать|2
3827|возможно течение|2
3828|сообщили мчс|2
3829|словам речь|2
3830|заместитель генпрокурора|2
3831|арестован полицией|2
3832|стоимость оценивается|2
3833|реформе принят|2
3834|федеральной службы|2
3835|издание президент|2
3836|нападения погибли|2
3837|опубликовано сайте|2
3838|образом игре|2
3839|президента последние|2
3840|личность погибшей|2
3841|газ избежать|2
3842|пытался покончить|2
3843|ндс составляет|2
3844|радиус действия|2
3845|словам составит|2
3846|остаются больницах|2
3847|сообщалось задержан|2
3848|заявил намерена|2
3849|экономика украины|2
3850|тбилиси мнению|2
3851|стране составляет|2
3852|поводу статуса|2
3853|отметил запущен|2
3854|безопасности украины|2
3855|марта улице|2
3856|конце исключен|2
3857|составит евро|2
3858|заседание назначено|2
3859|проиграла команде|2
3860|органов инцидент|2
3861|удара меньшей|2
3862|сравнению аналогичным|2
3863|настоящее проводится|2
3864|видим россии|2
3865|организации здравоохранения|2
3866|словам пропустит|2
3867|указывается удастся|2
3868|сокращение количества|2
3869|лидерами самопровозглашенных|2
3870|фондовые рынки|2
3871|агентства процента|2
3872|очевидцев убит|2
3873|оппозиции обвинили|2
3874|января пишет|2
3875|делу принято|2
3876|пошлин газ|2
3877|подано кандидатов|2
3878|случаев заражения|2
3879|полицейских результате|2
3880|тюрьме проводиться|2
3881|киевом москвой|2
3882|словам поставки|2
3883|числе общего|2
3884|игры лондоне|2
3885|признаны виновными|2
3886|захарова заявила|2
3887|аналитиков годом|2
3888|обувь аксессуары|2
3889|предполагается ходе|2
3890|продано кубометров|2
3891|связи заявил|2
3892|конституция состоять|2
3893|является сотрудником|2
3894|сервиса составляет|2
3895|следствия россии|2
3896|данные потерях|2
3897|обнаружено тело|2
3898|очередные выборы|2
3899|ранее оппозиционеры|2
3900|нападения следственный|2
3901|ближайшее настоящее|2
3902|снят августа|2
3903|юстиции россии|2
3904|создана рабочая|2
3905|правило лишены|2
3906|результате акций|2
3907|удальцов назвал|2
3908|ожидается текущем|2
3909|проводится рамках|2
3910|получил ранения|2
3911|уровнем жизни|2
3912|офис правительства|2
3913|стране отличие|2
3914|процесс картиной|2
3915|виновным числе|2
3916|банком россии|2
3917|тендера неизвестны|2
3918|начались лондоне|2
3919|серии вышло|2
3920|йемена выступил|2
3921|страны проживают|2
3922|числа туристов|2
3923|ираке погибли|2
3924|ущерба составила|2
3925|необходимости поскольку|2
3926|игроком перенесен|2
3927|февраля районе|2
3928|сообщении мид|2
3929|заявил председатель|2
3930|физических лиц|2
3931|плана действий|2
3932|двое прохожих|2
3933|участие пожарных|2
3934|соглашения сотрудничестве|2
3935|словам проведен|2
3936|рублей сообщает|2
3937|газа сша|2
3938|истории экономического|2
3939|действиях кубы|2
3940|случая погибли|2
3941|обвинили причастности|2
3942|инвестиций россии|2
3943|чемпион хоккею|2
3944|подробности операции|2
3945|современной россии|2
3946|передает тасс|2
3947|выполнены знаю|2
3948|службе министерства|2
3949|росстата последние|2
3950|выступил инициативой|2
3951|мертвым воздух|2
3952|образом проект|2
3953|страны участвовать|2
3954|случившееся итоге|2
3955|юнайтед смог|2
3956|высказал мнение|2
3957|роль фильме|2
3958|обороны результате|2
3959|ливии сирии|2
3960|решение ликвидации|2
3961|решением верховного|2
3962|крупнейшая кредитная|2
3963|вопроса признании|2
3964|встреча прошла|2
3965|рейтинге занял|2
3966|таковы результаты|2
3967|москве прошли|2
3968|сша вто|2
3969|погибли мирных|2
3970|зафиксировано контрактов|2
3971|резолюции удастся|2
3972|нанесен ущерб|2
3973|расследования конфликта|2
3974|подписей стране|2
3975|европы футболу|2
3976|фильма опубликована|2
3977|задержан больнице|2
3978|потребуется удастся|2
3979|состоявшихся марта|2
3980|биатлону проходит|2
3981|сентября сообщалось|2
3982|потребуется общего|2
3983|пропустит чемпионат|2
3984|перенесен минут|2
3985|митинга требуют|2
3986|нападения убийство|2
3987|большинство арестованы|2
3988|страны числе|2
3989|главных источников|2
3990|председатель совета|2
3991|стадии обсуждения|2
3992|саакашвили заявил|2
3993|прокат лента|2
3994|случаев заболевания|2
3995|участие тысячи|2
3996|набравший голосов|2
3997|издание последние|2
3998|рабочая группа|2
3999|забросил шайб|2
4000|контроле принят|2
4001|тонн золота|2
4002|выяснилось отпустили|2
4003|марта одессе|2
4004|виновным шпионаже|2
4005|государства проголосовали|2
4006|полеты расстояние|2
4007|регулярные мероприятия|2
4008|оценкам экспертов|2
4009|заявили никакого|2
4010|причастен уголовной|2
4011|происходит высоком|2
4012|огня принимали|2
4013|киев исключает|2
4014|москвы сообщили|2
4015|выбраться смог|2
4016|взрыв сообщает|2
4017|расследование инцидента|2
4018|образом возглавил|2
4019|начальника департамента|2
4020|выборов госдуму|2
4021|приговор вынесен|2
4022|сообщения районе|2
4023|ходе встречи|2
4024|избирателей избирателей|2
4025|выбраться пистолета|2
4026|наказания убийство|2
4027|вынуждены сокращение|2
4028|обвинения злоупотреблении|2
4029|появлялись сообщения|2
4030|отказались комментариев|2
4031|слушание делу|2
4032|потерпел поражений|2
4033|составляла рублей|2
4034|соответствующая информация|2
4035|задержан москве|2
4036|этапе кубка|2
4037|руководством юкоса|2
4038|очередь ожидается|2
4039|сообщению риа|2
4040|нефть первом|2
4041|войск отсутствия|2
4042|количества наград|2
4043|располагают информацией|2
4044|путина состоится|2
4045|председателем правительства|2
4046|итогам стране|2
4047|документа крайней|2
4048|процента прошлом|2
4049|мере пресечения|2
4050|москве исключен|2
4051|россии входит|2
4052|проверки проведенной|2
4053|ожидается участвовать|2
4054|исключили разрешение|2
4055|свободы срок|2
4056|ответили отказом|2
4057|проведения досрочных|2
4058|резко марте|2
4059|словам предъявлено|2
4060|осужден убийство|2
4061|подверг критике|2
4062|сша достигает|2
4063|территории израиля|2
4064|росстата составляет|2
4065|ученые пришли|2
4066|марта министр|2
4067|длина составит|2
4068|спортсмен убит|2
4069|зерна россии|2
4070|рейтинга нашла|2
4071|районе го|2
4072|следственная группа|2
4073|образования науки|2
4074|готовиться чемпионату|2
4075|словам примут|2
4076|киеве подтвердили|2
4077|росстата годом|2
4078|задолженности россии|2
4079|погибших преподавателей|2
4080|россии сезона|2
4081|первая партия|2
4082|сохранения баланса|2
4083|подчеркнул убивать|2
4084|рф владимира|2
4085|ведомства результате|2
4086|юрий чайка|2
4087|россии состоится|2
4088|мере погибли|2
4089|лицензию спорт|2
4090|киеве задержан|2
4091|процента акций|2
4092|завоевал серебряную|2
4093|нобелевской премии|2
4094|преступления числе|2
4095|оппозиции неоднократно|2
4096|результате атаки|2
4097|вышла россии|2
4098|газ россии|2
4099|истекает сентября|2
4100|журналистами получил|2
4101|мая погибли|2
4102|кампании исключен|2
4103|итогам москве|2
4104|стоить миллиона|2
4105|марта мосгорсуд|2
4106|убиты никаких|2
4107|сша канаде|2
4108|гру сергея|2
4109|известно перенесен|2
4110|подтвердили пресс|2
4111|израилем ходе|2
4112|сложности тюрьме|2
4113|отметил украина|2
4114|настоящее деле|2
4115|намерен продать|2
4116|украине решаться|2
4117|агентства принят|2
4118|выяснилось ближайшее|2
4119|намерен отложить|2
4120|агентство последние|2
4121|распространяться срок|2
4122|региональной политики|2
4123|утверждает ходе|2
4124|катастрофы выясняются|2
4125|быков проходит|2
4126|евровидение песков|2
4127|следствие установило|2
4128|мнению депутата|2
4129|государствах включая|2
4130|ранен ранен|2
4131|играх сочи|2
4132|новости передает|2
4133|следствия размере|2
4134|заявили готовы|2
4135|заработал миллиона|2
4136|ходе выступления|2
4137|великобритании израиле|2
4138|предотвращения достижения|2
4139|словам поставит|2
4140|спустя часов|2
4141|задержала числе|2
4142|службу ведомства|2
4143|президент грузии|2
4144|данным задержан|2
4145|агентства объем|2
4146|идет хранении|2
4147|рф посвященном|2
4148|заявил рамках|2
4149|возглавил российское|2
4150|отношении крыма|2
4151|подтвердили исключает|2
4152|привлечены административной|2
4153|прокуратура просила|2
4154|пройдет немецком|2
4155|росстата процента|2
4156|консультации участием|2
4157|россии хватает|2
4158|результате ранен|2
4159|сотрудником разведки|2
4160|итогам процента|2
4161|сложности погибли|2
4162|исключили ближайшее|2
4163|бета тестирования|2
4164|юнайтед манчестер|2
4165|аналитиков использованы|2
4166|таблице восточной|2
4167|ходе выяснилось|2
4168|отличие традиционных|2
4169|арестован нью|2
4170|киеве заявили|2
4171|сумела преодолеть|2
4172|последние месяцы|2
4173|гибдд устанавливают|2
4174|объем кредитов|2
4175|спикер нижней|2
4176|россии миллиарда|2
4177|добавил настоящее|2
4178|устанавливают сотрудники|2
4179|внесли законопроект|2
4180|референдума котором|2
4181|объявили готовности|2
4182|республике настоящее|2
4183|ходом голосования|2
4184|авторов закона|2
4185|возможно россии|2
4186|россии проиграла|2
4187|ответные меры|2
4188|трижды становился|2
4189|раскрыл никаких|2
4190|отставку намерен|2
4191|присоединиться соглашению|2
4192|россии федеральному|2
4193|слова среду|2
4194|использовала слезоточивый|2
4195|арестован октябре|2
4196|издание смог|2
4197|увеличились процента|2
4198|чемпионате кхл|2
4199|военные действия|2
4200|взятки особо|2
4201|подчеркнул ближайшее|2
4202|михаил предложил|2
4203|пятерых числе|2
4204|сирии сирии|2
4205|сложности грозит|2
4206|сооружения составит|2
4207|белом доме|2
4208|нефть процента|2
4209|участие общего|2
4210|шпионаже международному|2
4211|проверка данным|2
4212|альбом выйдет|2
4213|этапа лиги|2
4214|задержан июня|2
4215|министр культуры|2
4216|масса тонн|2
4217|сирии ливии|2
4218|произошедшего среду|2
4219|началась февраля|2
4220|зенит золотой|2
4221|грузии михаил|2
4222|назначены декабрь|2
4223|содержания стражей|2
4224|уйти отпуск|2
4225|арестовала преступника|2
4226|терроризмом песков|2
4227|ранее очередь|2
4228|командой защитник|2
4229|средств пво|2
4230|действия договора|2
4231|связи прошел|2
4232|говорится официальном|2
4233|погибли процента|2
4234|стоимость предложения|2
4235|государства занимал|2
4236|органах настоящее|2
4237|отвечая возможном|2
4238|создана занимал|2
4239|отказа властей|2
4240|сообщалось избран|2
4241|сделал эфире|2
4242|фонде составляет|2
4243|матче августа|2
4244|частности школах|2
4245|жил египте|2
4246|американские военные|2
4247|размере фунтов|2
4248|мнению погибли|2
4249|чечни рамзан|2
4250|госдуму пройдут|2
4251|гонке преследования|2
4252|сложности акций|2
4253|словам президента|2
4254|субботу сентября|2
4255|атаки километре|2
4256|чечне погибли|2
4257|травмы различной|2
4258|следователи числе|2
4259|числе мире|2
4260|россии направлены|2
4261|членов совета|2
4262|россии договорились|2
4263|настоящее форме|2
4264|киев регулярно|2
4265|экономику страны|2
4266|драки пострадал|2
4267|убийство покушении|2
4268|выразили сожаление|2
4269|идет шпионаже|2
4270|добычу газа|2
4271|билетов мировом|2
4272|наркотических средств|2
4273|регионального правительства|2
4274|выражении ввп|2
4275|процента фоне|2
4276|ираке мнению|2
4277|предполагается течение|2
4278|директоров газпрома|2
4279|личности нападавших|2
4280|личности причастных|2
4281|производители использованы|2
4282|заявили случае|2
4283|закон противодействии|2
4284|рассматривать возбуждении|2
4285|обвиняется получении|2
4286|настоящее ставка|2
4287|сотрудничество украиной|2
4288|прошла серия|2
4289|дании нидерландов|2
4290|золотой мяч|2
4291|дела создании|2
4292|сумма ущерба|2
4293|госдуме считают|2
4294|помимо примут|2
4295|миллиона баррелей|2
4296|словам грозит|2
4297|источника газеты|2
4298|признании вины|2
4299|данным цру|2
4300|необходимости избежать|2
4301|действий погибли|2
4302|врачи диагностировали|2
4303|мвд настоящее|2
4304|экономическая ситуация|2
4305|задержан августе|2
4306|изменения устав|2
4307|обама объявил|2
4308|полагают полиции|2
4309|спорт экспресс|2
4310|отметил газпром|2
4311|рублей штраф|2
4312|посвященный дню|2
4313|высказал президент|2
4314|аналитиков смог|2
4315|газа процента|2
4316|следующий москве|2
4317|подала апелляцию|2
4318|драки задержаны|2
4319|повышении цен|2
4320|словам убит|2
4321|заявку проведение|2
4322|украины дмитрием|2
4323|право участие|2
4324|решения банкротстве|2
4325|партии яблоко|2
4326|приехать москву|2
4327|ввс сша|2
4328|ходатайство следствия|2
4329|критику стороны|2
4330|стране отношения|2
4331|проект является|2
4332|выходе снг|2
4333|стране остаются|2
4334|теннисистка заметила|2
4335|очередь намерен|2
4336|проверка занимается|2
4337|марта известно|2
4338|ходе протестов|2
4339|вооружении подводных|2
4340|переговорам вступлении|2
4341|является братом|2
4342|применения насилия|2
4343|метра сегменте|2
4344|создании коалиции|2
4345|белоруссии белоруссии|2
4346|газопровода южный|2
4347|ранее последние|2
4348|сообщили очевидцы|2
4349|москвой резко|2
4350|заявил глава|2
4351|стало нарушение|2
4352|арестована смог|2
4353|ювентус ювентус|2
4354|контракта оценивалась|2
4355|среди достигло|2
4356|россии штаб|2
4357|закон статусе|2
4358|мнению регионе|2
4359|зафиксирован летний|2
4360|жил тяжелом|2
4361|нападавшие пострадал|2
4362|пройдут москве|2
4363|признает признает|2
4364|совершать полеты|2
4365|знаю отбывать|2
4366|катастрофы установлены|2
4367|москвы москве|2
4368|выводе основной|2
4369|аналитики отмечают|2
4370|решение мосгорсуда|2
4371|фигурирует подозреваемый|2
4372|трех работал|2
4373|убиты передает|2
4374|словам инфляция|2
4375|мере акций|2
4376|социального развития|2
4377|сумму миллиарда|2
4378|ведомости ссылаясь|2
4379|административной ответственности|2
4380|стоимость недвижимости|2
4381|уточнил стоить|2
4382|киеве киеве|2
4383|глава мид|2
4384|экономику составил|2
4385|работающих сфере|2
4386|кандидата партии|2
4387|контроле украиной|2
4388|конце арестован|2
4389|выглядеть уточняется|2
4390|новости ожидается|2
4391|мирного населения|2
4392|признании недействительными|2
4393|москве принят|2
4394|арестован обвинению|2
4395|личность установлена|2
4396|согласно прогнозу|2
4397|правительства которое|2
4398|срок трех|2
4399|лицензию пенсию|2
4400|тонн нефти|2
4401|белоруссия армения|2
4402|зарегистрированных безработных|2
4403|митинг оппозиции|2
4404|целевой программы|2
4405|отложить ближайшее|2
4406|руководством правительства|2
4407|статуса средств|2
4408|полномочиями числе|2
4409|позициям боевиков|2
4410|машину результате|2
4411|оценивалась миллиона|2
4412|областях вызванных|2
4413|исключен вынужден|2
4414|участием смертников|2
4415|отставку работал|2
4416|причины возгорания|2
4417|помимо подчеркнул|2
4418|определенные прогнозы|2
4419|борту уточняется|2
4420|предложили правительству|2
4421|захватили заложников|2
4422|банкротстве отношении|2
4423|апреля районе|2
4424|рекламу пива|2
4425|участие олимпиаде|2
4426|итогам заседания|2
4427|завершения тендера|2
4428|итоге приговорен|2
4429|редакция создана|2
4430|называют случившееся|2
4431|россии дефицит|2
4432|обстрела произошедшего|2
4433|партия батькивщина|2
4434|трое полицейских|2
4435|частью статьи|2
4436|идет общей|2
4437|полицейские задержали|2
4438|выборах участвовать|2
4439|страну словам|2
4440|катастрофы сбой|2
4441|столкновений боевиками|2
4442|футболу состоится|2
4443|защитник сборной|2
4444|киеве считают|2
4445|сотрудники правоохранительных|2
4446|министра иностранных|2
4447|расследования событий|2
4448|обстрела получил|2
4449|италии италии|2
4450|доказана уточняется|2
4451|рф федеральному|2
4452|заявлял намерен|2
4453|магазине хватает|2
4454|мужчин двое|2
4455|цены бензин|2
4456|единый голосования|2
4457|большинство граждане|2
4458|данным проголосовали|2
4459|случае находиться|2
4460|покупателем газа|2
4461|стране изменится|2
4462|дополнительные силы|2
4463|борту находились|2
4464|жители города|2
4465|преступления никаких|2
4466|беспорядки задержаны|2
4467|случае происходит|2
4468|джорджа буша|2
4469|новости начале|2
4470|суда киеве|2
4471|оппозиции очередь|2
4472|проходил закрытом|2
4473|результате сделки|2
4474|раза годом|2
4475|доказать происходит|2
4476|проводиться следственные|2
4477|беспорядков пострадали|2
4478|боев числе|2
4479|сообщалось приговорен|2
4480|находится ираке|2
4481|сделал среду|2
4482|нидерландов дании|2
4483|участвовать конкурсе|2
4484|рамках операции|2
4485|граждан связанных|2
4486|освобождению заложников|2
4487|отпуске смог|2
4488|группового этапа|2
4489|агентство частности|2
4490|добавив ходе|2
4491|сообщил задержан|2
4492|направлены дополнительные|2
4493|пойдут оплату|2
4494|быков чемпионом|2
4495|ввести ответные|2
4496|данным территории|2
4497|магазине находились|2
4498|кампании суде|2
4499|возгорание произошло|2
4500|киеве официальным|2
4501|количества документов|2
4502|украины котором|2
4503|случаев числе|2
4504|фоне блокады|2
4505|документа ожидается|2
4506|перестрелки боевиками|2
4507|находившийся машине|2
4508|возбуждено статье|2
4509|контрольный пакет|2
4510|решение пенсионной|2
4511|заявил никакого|2
4512|рассмотрение совета|2
4513|мнению мвф|2
4514|совет федерации|2
4515|установило личность|2
4516|российский банк|2
4517|экс премьера|2
4518|намерен увеличить|2
4519|является крупнейшим|2
4520|частях страны|2
4521|произошел москве|2
4522|конце октября|2
4523|протесты пройдут|2
4524|комитет возбудил|2
4525|ракеты носителя|2
4526|соответствующие изменения|2
4527|настоящее устанавливаются|2
4528|действиях режима|2
4529|предполагалось арестован|2
4530|суд отменил|2
4531|первое списке|2
4532|качестве примера|2
4533|кампании стране|2
4534|победой реала|2
4535|километров перевозить|2
4536|постановил добиваться|2
4537|кресло уточняется|2
4538|причины называлась|2
4539|вто начались|2
4540|решаться мере|2
4541|назначены марта|2
4542|подводных лодок|2
4543|совещания получил|2
4544|сообщалось ввп|2
4545|сложности сша|2
4546|случае признает|2
4547|впоследствии задержан|2
4548|сергея скрипаля|2
4549|неоднократно заявляли|2
4550|россии украины|2
4551|акции требуют|2
4552|помимо исключен|2
4553|пострадали сотен|2
4554|фсб киеве|2
4555|километре трассы|2
4556|продлится сентября|2
4557|российская экономика|2
4558|юнайтед набрал|2
4559|рассчитывает финансирование|2
4560|отпущен залог|2
4561|россии словам|2
4562|предотвращения целей|2
4563|оценивалась миллиарда|2
4564|числе полицейских|2
4565|карьере выиграл|2
4566|москвы расположен|2
4567|взрыва доме|2
4568|набрал процента|2
4569|марта прибудет|2
4570|задержан приговорен|2
4571|представитель мид|2
4572|закрытом режиме|2
4573|первые поставки|2
4574|экономического развития|2
4575|смогли выбраться|2
4576|страны представители|2
4577|частности цены|2
4578|москвы арестован|2
4579|разглашаются известно|2
4580|ближайшее хватает|2
4581|примера привел|2
4582|высоким уровнем|2
4583|инфляция составила|2
4584|новости настоящее|2
4585|палестинцев двое|2
4586|россии чемпионате|2
4587|произошел мая|2
4588|бюджета составил|2
4589|депутатом госдумы|2
4590|словам сути|2
4591|выступая заседании|2
4592|пишет россии|2
4593|преступник попытался|2
4594|афганистане проживают|2
4595|москвы настоящее|2
