|word|wordcount
5572|вопросу сокращении|2
5573|покидать полномочия|2
5574|документе содержится|2
5575|сможет чемпионат|2
5576|суда признает|2
5577|прибыль составила|2
5578|частности районе|2
5579|торговом центре|2
5580|изучения общественного|2
5581|суд татарстана|2
5582|отказ проведения|2
5583|полномочиями превышении|2
5584|жилья районе|2
5585|задержаны совершении|2
5586|настоящее доступна|2
5587|газпром создан|2
5588|считает лукашенко|2
5589|закон контроле|2
5590|должны заявил|2
5591|вымпелком мегафон|2
5592|минут взлета|2
5593|участием членов|2
5594|бишкеке апреля|2
5595|кандидатуру пост|2
5596|выделить выплату|2
5597|частности ввп|2
5598|прокате долларов|2
5599|самолета стало|2
5600|газа осуществления|2
5601|сложности погибли|2
5602|рейтинге крупнейших|2
5603|чемпионата футболу|2
5604|россии сможет|2
5605|ссылкой представителя|2
5606|июня местному|2
5607|словам участвовал|2
5608|пройдет городах|2
5609|прямую трансляцию|2
5610|заметил настоящее|2
5611|ноября сайте|2
5612|обстреляли машину|2
5613|итоге сообщает|2
5614|россии дмитрием|2
5615|знаем решение|2
5616|процедура является|2
5617|госпитализирована января|2
5618|безопасности научные|2
5619|тренера сохранить|2
5620|сможет решение|2
5621|силу президентом|2
5622|демократическая партия|2
5623|россии ближайшее|2
5624|банков числе|2
5625|медведев предложил|2
5626|словам одобрен|2
5627|подмосковья находятся|2
5628|мины погибли|2
5629|размещена сайте|2
5630|заявили случае|2
5631|соответствующего разрешения|2
5632|ведущего марша|2
5633|число россиян|2
5634|сша частности|2
5635|января сообщается|2
5636|луганской областях|2
5637|стране находится|2
5638|издания избран|2
5639|россии основе|2
5640|заявил ключевых|2
5641|дату проведения|2
5642|программы принят|2
5643|сша тонн|2
5644|открыть огонь|2
5645|включая шестерых|2
5646|является заказчиком|2
5647|ноября ходе|2
5648|задержаны настоящее|2
5649|счет роста|2
5650|следующий победы|2
5651|добиться победы|2
5652|покупку жилья|2
5653|трети респондентов|2
5654|режима чрезвычайной|2
5655|операции действий|2
5656|сессии наблюдается|2
5657|военнослужащих двое|2
5658|словам исполнять|2
5659|длительного потребуется|2
5660|пунктов ммвб|2
5661|жертвами войны|2
5662|сбежать удалось|2
5663|украины словам|2
5664|произошедшего проводится|2
5665|полиции ходе|2
5666|милиции сообщает|2
5667|принято четверг|2
5668|житель проходит|2
5669|удалось избежать|2
5670|перешел московскому|2
5671|намерен показания|2
5672|условием предоставления|2
5673|возвращаться тюрьму|2
5674|суда бишкеке|2
5675|номинации лучший|2
5676|одном помещений|2
5677|месяцев россии|2
5678|говорится официальном|2
5679|словам президентом|2
5680|заявил ввп|2
5681|чемпионат итоге|2
5682|городе погибли|2
5683|производстве операциях|2
5684|летний задержан|2
5685|использовали расчеты|2
5686|интересы следователей|2
5687|сообщает чемпионат|2
5688|правила дорожного|2
5689|донбассе частности|2
5690|власти украины|2
5691|пострадали десятков|2
5692|новое соглашение|2
5693|участие ведущие|2
5694|итоге счет|2
5695|релизе следственного|2
5696|пожара чечне|2
5697|закон введении|2
5698|й сессии|2
5699|мадуро смог|2
5700|шахте погибли|2
5701|украине подписали|2
5702|застрелен мая|2
5703|западе страны|2
5704|части статьи|2
5705|москве подмосковье|2
5706|органах москвы|2
5707|работающих рынке|2
5708|украине дефицит|2
5709|хозяев поля|2
5710|предотвращению терактов|2
5711|обороны анатолий|2
5712|устройства настоящее|2
5713|сердюков заявил|2
5714|ряда государств|2
5715|меры мирного|2
5716|образом счет|2
5717|данным погиб|2
5718|контролем иг|2
5719|сможет договориться|2
5720|мошенничестве уклонении|2
5721|сравнению годом|2
5722|принадлежит государству|2
5723|проживает россии|2
5724|обстоятельств крушения|2
5725|самых разыскиваемых|2
5726|конституцию страны|2
5727|привлечении ответственности|2
5728|рублей убийство|2
5729|индекса ммвб|2
5730|птицы конфликта|2
5731|составил рубля|2
5732|органов погибли|2
5733|дома попытках|2
5734|декабря вынужден|2
5735|игрового дня|2
5736|каком состоянии|2
5737|производстве цветов|2
5738|нападения ношение|2
5739|словам избран|2
5740|представители мчс|2
5741|российских путешественников|2
5742|максимальное наказание|2
5743|выяснилось течение|2
5744|находится реанимации|2
5745|получать реже|2
5746|спортсменки очков|2
5747|менатеп газпром|2
5748|какие кредитные|2
5749|руководством реала|2
5750|принятие закона|2
5751|августа сша|2
5752|виновным считаться|2
5753|заявил мнению|2
5754|ключевой ставки|2
5755|конца оценкам|1
5756|доля газпрома|1
5757|дэвиса сборная|1
5758|первого дня|1
5759|эвакуации россиян|1
5760|просьбой заявил|1
5761|значительный ущерб|1
5762|подростка отпустили|1
5763|месте команда|1
5764|самолетах обнаружено|1
5765|стоят должны|1
5766|центрального совета|1
5767|выступили достигнута|1
5768|крови украшения|1
5769|продано экземпляров|1
5770|трое милиционеров|1
5771|напомним экспорт|1
5772|закону юкос|1
5773|форвард пройдет|1
5774|транспорта дальнего|1
5775|лиц евро|1
5776|происшествия качестве|1
5777|милиции персонал|1
5778|документу нарушение|1
5779|настаивать отметил|1
5780|числе москву|1
5781|подчеркнул готов|1
5782|германии ангела|1
5783|помощь террористам|1
5784|швеции аксессуары|1
5785|заявил исключает|1
5786|россии й|1
5787|связи адрес|1
5788|орбиту пекине|1
5789|суд назначил|1
5790|ученых поставляться|1
5791|убийстве апреле|1
5792|издания объем|1
5793|задержаны великой|1
5794|страны претендуют|1
5795|просьбой приехать|1
5796|парка находится|1
5797|признал жертвой|1
5798|торгов сентября|1
5799|навальный заявил|1
5800|четверг президент|1
5801|преступления словам|1
5802|украины петра|1
5803|последних отмечает|1
5804|новости поводом|1
5805|декабря финале|1
5806|прибыла группа|1
5807|последнее вынужден|1
5808|числа стран|1
5809|сотрудничать думал|1
5810|часов взлета|1
5811|действуют руководители|1
5812|агентство украина|1
5813|меры предотвращению|1
5814|среднем составляет|1
5815|евровидение примет|1
5816|декабря редакции|1
5817|холдинг течение|1
5818|насилия убиты|1
5819|покупке задолженности|1
5820|попытках финансового|1
5821|передан властям|1
5822|землетрясения стали|1
5823|следователь думал|1
5824|сообщалось задержан|1
5825|развитие экономики|1
5826|пропаганды юго|1
5827|согласно которым|1
5828|друга добавил|1
5829|акций предприятия|1
5830|президентов россии|1
5831|абхазии южной|1
5832|популярных действующих|1
5833|сайте произошел|1
5834|жалобу верховный|1
5835|дня победы|1
5836|принято отношении|1
5837|турецкие войска|1
5838|рф сайте|1
5839|игры числе|1
5840|департамента экономического|1
5841|избрана мера|1
5842|органах результате|1
5843|поводу утечки|1
5844|убиты задержаны|1
5845|россии запрещено|1
5846|неделе убиты|1
5847|контракта поставку|1
5848|росстата запасы|1
5849|офисе оппозиции|1
5850|московскому продано|1
5851|считается сайте|1
5852|отметил задержали|1
5853|рф юрий|1
5854|размере счет|1
5855|ближайшее идут|1
5856|жилья размере|1
5857|жилья рынке|1
5858|выделенных реализацию|1
5859|января заявил|1
5860|полномочиями незаконный|1
5861|дома находятся|1
5862|недель необходимые|1
5863|проверки деятельности|1
5864|медики спасатели|1
5865|собственный вариант|1
5866|вничью перешел|1
5867|продаж сократился|1
5868|жертвами стихии|1
5869|экономическая военная|1
5870|подчеркнул шагов|1
5871|россии состоятся|1
5872|требуется решение|1
5873|полномочия президента|1
5874|хорватии выход|1
5875|доходов отношении|1
5876|отметил составе|1
5877|декабря подписан|1
5878|транш объявлен|1
5879|транспортного происшествия|1
5880|метра составила|1
5881|добавил действовать|1
5882|властей среди|1
5883|федерации обороне|1
5884|дела банкротстве|1
5885|данным цб|1
5886|нефть составляла|1
5887|администрации лидеров|1
5888|заявил утверждает|1
5889|новостроек рынке|1
5890|источника борту|1
5891|сирии принято|1
5892|комплексов процента|1
5893|евровидение состоять|1
5894|перешел списке|1
5895|проверить законность|1
5896|основанием возбуждения|1
5897|сайте нижней|1
5898|боя москву|1
5899|брюсселе словам|1
5900|подозревают причастности|1
5901|визита данным|1
5902|избирательных участках|1
5903|начало ходе|1
5904|подробности проекта|1
5905|июне территории|1
5906|ветра городе|1
5907|добавила вмешиваться|1
5908|крушения убиты|1
5909|прошел матчей|1
5910|прошел задержан|1
5911|ноября провел|1
5912|ведущих членов|1
5913|увеличить стоимость|1
5914|сессии брюсселе|1
5915|украине принято|1
5916|инцидента ясно|1
5917|основе производстве|1
5918|усиления мер|1
5919|подзащитный выполнил|1
5920|сыграла вничью|1
5921|полномочий предусматривает|1
5922|госпитализирован итоге|1
5923|сообщили гувд|1
5924|композиция уступила|1
5925|настоящее находятся|1
5926|задержали словам|1
5927|функция является|1
5928|дела приватизации|1
5929|представители прокуратуры|1
5930|футболу прошел|1
5931|повысить качество|1
5932|доме масках|1
5933|сделано качестве|1
5934|матчей россиянин|1
5935|известных героев|1
5936|сможет состава|1
5937|въезда членов|1
5938|создания перспективе|1
5939|обыска изъяты|1
5940|больницу смогли|1
5941|властей свободу|1
5942|реконструкцию квадратных|1
5943|расходов следующий|1
5944|авиация военной|1
5945|полномочий размере|1
5946|признали виновным|1
5947|москве качестве|1
5948|уехал вызванного|1
5949|месяцем европейская|1
5950|итоге декабря|1
5951|переговоры властями|1
5952|сиднее спрос|1
5953|мая площадке|1
5954|хищение хищение|1
5955|известно правительство|1
5956|прошел принят|1
5957|подчеркнул знает|1
5958|дороги призвала|1
5959|войска москву|1
5960|частности названы|1
5961|настоящее содержится|1
5962|москвы версии|1
5963|находились сообщает|1
5964|представители компании|1
5965|российский бомбардировщик|1
5966|дивидендов составляют|1
5967|совещания бишкеке|1
5968|организации четверг|1
5969|мировых рынках|1
5970|выходить ринг|1
5971|интерфакса территории|1
5972|мегафон приобрела|1
5973|чести достоинства|1
5974|президента дмитрий|1
5975|задержании произошедших|1
5976|попытках освободить|1
5977|житель сергей|1
5978|отвергает обвинения|1
5979|составил евро|1
5980|управления борьбе|1
5981|задержали отобрали|1
5982|проведено исков|1
5983|лица сша|1
5984|сатурна площадке|1
5985|победы разу|1
5986|принципу избежать|1
5987|введены респондентов|1
5988|реал проходит|1
5989|мнению случае|1
5990|финале вооружений|1
5991|голосов которое|1
5992|числе сайте|1
5993|бишкеке называется|1
5994|полицией сирии|1
5995|метров превысит|1
5996|москве городах|1
5997|государстве стране|1
5998|поможет избежать|1
5999|сайте газеты|1
6000|летний ликвидирован|1
6001|произойдет понадобится|1
6002|результате травмы|1
6003|настаивать тегеран|1
6004|оперативно спасательной|1
6005|настаивать выполнять|1
6006|полиции сделал|1
6007|ю годовщину|1
6008|пожарные обнаружили|1
6009|подозреваются убийстве|1
6010|выполнять рейсы|1
6011|пострадал данным|1
6012|военных сократилось|1
6013|возобновления вещания|1
6014|кремля составлен|1
6015|источники издания|1
6016|совещания представляющий|1
6017|экспертов акций|1
6018|показания коллеги|1
6019|одноименного зенита|1
6020|прошел рейтинге|1
6021|государства претендуют|1
6022|решения дефицита|1
6023|борются военнослужащих|1
6024|ростелекома некоторых|1
6025|мяч золотой|1
6026|представителей ближайшие|1
6027|зрения смог|1
6028|евро стоить|1
6029|правления реала|1
6030|доставить административной|1
6031|уверен намерен|1
6032|вещество ответственность|1
6033|ясно правительство|1
6034|находится израиле|1
6035|сирии пересмотреть|1
6036|обороны хватает|1
6037|пообещала предоставить|1
6038|выйдут корт|1
6039|наркотиков статья|1
6040|отметила южный|1
6041|правозащитников настоящее|1
6042|сказано результате|1
6043|общем объеме|1
6044|популярным проблем|1
6045|народного хозяйства|1
6046|задержан приняли|1
6047|лица прошлой|1
6048|исследования проведенного|1
6049|концу прибыли|1
6050|представители приняли|1
6051|показания отказался|1
6052|создан россии|1
6053|проживающих территории|1
6054|оперативно конференции|1
6055|западные страны|1
6056|глобус земле|1
6057|задержания скрылся|1
6058|денег принято|1
6059|москвы прошел|1
6060|птицы ряде|1
6061|путиным выполнил|1
6062|министры экономического|1
6063|обсуждении региональных|1
6064|течение качестве|1
6065|увеличить производство|1
6066|прошли обыски|1
6067|киеву кредит|1
6068|открылись процента|1
6069|подняться часов|1
6070|группа выпустила|1
6071|выборы глав|1
6072|возрасте происшествия|1
6073|москвы мкад|1
6074|произошедшее взял|1
6075|партия является|1
6076|регулятора опубликованном|1
6077|мегафон предварительным|1
6078|совершено й|1
6079|обратно ринг|1
6080|действиях территории|1
6081|прошлом сша|1
6082|путину отказался|1
6083|десятка российских|1
6084|пройти исполнится|1
6085|включая процента|1
6086|дэвиса чемпионом|1
6087|й конвенции|1
6088|заявку участие|1
6089|счет ряда|1
6090|данным пресс|1
6091|возглавил пост|1
6092|нефти экспорт|1
6093|получены опасения|1
6094|россией достигнута|1
6095|заявил украину|1
6096|итоге оценкам|1
6097|падение ввп|1
6098|заняли здание|1
6099|сведениями страны|1
6100|проведенного заседание|1
6101|составить общего|1
6102|киеве имеют|1
6103|издания вернулась|1
6104|утверждают предварительным|1
6105|россии демократическая|1
6106|кредиты рынке|1
6107|региональных отделений|1
6108|цветов совершении|1
6109|учетом режима|1
6110|мнению протяжении|1
6111|годы россии|1
6112|предложение сша|1
6113|заявили ближайшее|1
6114|вероятность удалось|1
6115|киеве крыму|1
6116|отметил несмотря|1
6117|метра среднем|1
6118|обращении собрание|1
6119|рублей госпитализированы|1
6120|протон прошел|1
6121|четверо задержаны|1
6122|мясо удалось|1
6123|пользователи сети|1
6124|министры иностранных|1
6125|пистолет покончил|1
6126|музея представлен|1
6127|мвд убиты|1
6128|департамента работу|1
6129|известно никаких|1
6130|гендиректора ливерпуля|1
6131|оскар ожидается|1
6132|москвы основана|1
6133|встречи экономика|1
6134|менять ставку|1
6135|уточнил отмечает|1
6136|назначено июля|1
6137|июня завершилась|1
6138|яценюк выступил|1
6139|приобрела популярность|1
6140|сообщалось необходимости|1
6141|украины юлия|1
6142|вред земле|1
6143|состоянии добавил|1
6144|великобритании хранении|1
6145|отметил примет|1
6146|возглавлял филиал|1
6147|специалисты специалисты|1
6148|матч рынке|1
6149|газпром смог|1
6150|ведомости принят|1
6151|минутах забил|1
6152|планов заниматься|1
6153|пенсий рынке|1
6154|поверхность подожгли|1
6155|труп офицера|1
6156|декабря продал|1
6157|процентам числе|1
6158|обамы выступала|1
6159|частности уточнил|1
6160|отказа получать|1
6161|состоять трех|1
6162|нового контракта|1
6163|подмосковья осталось|1
6164|проходили бои|1
6165|запущен течение|1
6166|предусмотрен штраф|1
6167|поднялась процента|1
6168|уходить выполнил|1
6169|очередь среду|1
6170|происходят массовые|1
6171|задержаны являются|1
6172|украине некоторых|1
6173|москве построено|1
6174|набрать подписей|1
6175|футболу добавила|1
6176|автомобиле задержан|1
6177|вернется пост|1
6178|тюрьме итоге|1
6179|напомним советником|1
6180|обвинил сирийские|1
6181|россии предусматривают|1
6182|премьера удастся|1
6183|декабря составил|1
6184|петра порошенко|1
6185|делегация призвала|1
6186|голосования собрании|1
6187|грузии погибли|1
6188|источники писала|1
6189|членов конституционного|1
6190|помещений переулке|1
6191|аэропорту шереметьево|1
6192|пункта процента|1
6193|украины последние|1
6194|частности вынуждены|1
6195|выделить протяжении|1
6196|просьбой помочь|1
6197|оппозиции съезд|1
6198|москвы случае|1
6199|доходы транзита|1
6200|добраться привело|1
6201|аренду юго|1
6202|проведенного выделено|1
6203|работу конфликте|1
6204|мая границе|1
6205|отмечается территории|1
6206|номер сложности|1
6207|заявили арестован|1
6208|эксперты стране|1
6209|использовать согласие|1
6210|проведенных бишкеке|1
6211|действуют россии|1
6212|пожарные проводят|1
6213|дома передает|1
6214|необходимости использоваться|1
6215|размер оплаты|1
6216|омской области|1
6217|ведения действий|1
6218|причины отмечает|1
6219|согласились предоставить|1
6220|морозов площадке|1
6221|пожара клубе|1
6222|народная партия|1
6223|ссылкой главу|1
6224|экономике россии|1
6225|неделе ясно|1
6226|государства исполнять|1
6227|украину европу|1
6228|бюджета триллиона|1
6229|понадобится представлять|1
6230|орбиту вынужден|1
6231|просьбой продаже|1
6232|игроков является|1
6233|месте финале|1
6234|итоге госдума|1
6235|весны действовать|1
6236|влиять источники|1
6237|прошлом приняли|1
6238|кражу украшения|1
6239|состояния здоровья|1
6240|десятки сотни|1
6241|парламента призвал|1
6242|устроить акцию|1
6243|представителя единой|1
6244|действовать й|1
6245|нефть связано|1
6246|человека неясно|1
6247|вручения премии|1
6248|коммерсанту манчестер|1
6249|проверка строительства|1
6250|заседании ответил|1
6251|службе гу|1
6252|ртс вырос|1
6253|путиным статусе|1
6254|заявила готова|1
6255|совершить самоубийство|1
6256|яценюк предложил|1
6257|связано газпром|1
6258|мая лондоне|1
6259|компании является|1
6260|вконтакте приобрела|1
6261|частности юго|1
6262|агентство отметил|1
6263|процента ммвб|1
6264|дочка качестве|1
6265|сша произошло|1
6266|республики абхазия|1
6267|валюта стоила|1
6268|планировалось провести|1
6269|успеха вмешиваться|1
6270|виновным обсуждении|1
6271|специалисты украшения|1
6272|матчах чемпионата|1
6273|столицы настоящее|1
6274|десятков подписей|1
6275|обвинили произошедшем|1
6276|сообщалось команда|1
6277|майдане задержаны|1
6278|соцсетей протяжении|1
6279|большинство находятся|1
6280|находившийся месте|1
6281|информацию настоящее|1
6282|напомним заняла|1
6283|назвала случившееся|1
6284|населения страны|1
6285|успеха поставки|1
6286|числе перешел|1
6287|россии настаивают|1
6288|нескольких использованы|1
6289|годы экономика|1
6290|евро итогам|1
6291|взятки размере|1
6292|самолетах море|1
6293|ситуации данным|1
6294|войдут респондентов|1
6295|находилось большинство|1
6296|отметил саммите|1
6297|дагестана результате|1
6298|газа часа|1
6299|мчс заявили|1
6300|созданный суд|1
6301|составляет общего|1
6302|правления олимпийского|1
6303|партия пришла|1
6304|командиров числе|1
6305|представителей произошел|1
6306|хотела представлять|1
6307|отличился й|1
6308|прошел бишкеке|1
6309|экраны уточняется|1
6310|отметил утверждают|1
6311|российские банки|1
6312|удален отеле|1
6313|пройдет миллиарда|1
6314|коалицию уточняется|1
6315|министерства юстиции|1
6316|необходимо пересмотреть|1
6317|рынке продажу|1
6318|спустя минут|1
6319|очевидцев скорее|1
6320|фонда составили|1
6321|доллара сша|1
6322|силы вынуждены|1
6323|аварий объекты|1
6324|следующий произошел|1
6325|приехать москву|1
6326|секунды борту|1
6327|одном пришлось|1
6328|право занимать|1
6329|открыл огонь|1
6330|предложения новостроек|1
6331|минска котором|1
6332|триллиона долларов|1
6333|государстве участвовать|1
6334|умер больнице|1
6335|госдумы котором|1
6336|каеды версия|1
6337|ввс сбили|1
6338|думал право|1
6339|ноября орбиту|1
6340|объяснений откажется|1
6341|месяцев осужден|1
6342|государства союзников|1
6343|вымпелком россии|1
6344|опроса некоторых|1
6345|заявил ведет|1
6346|конце москве|1
6347|сотни военнослужащих|1
6348|выглядеть произойдет|1
6349|мнению врачей|1
6350|повышения ставки|1
6351|департамента информационных|1
6352|беспорядки ходе|1
6353|уимблдона финале|1
6354|декабря борту|1
6355|украине является|1
6356|обамы августа|1
6357|активов дефицит|1
6358|полномочий отмывании|1
6359|действия страны|1
6360|запрещенной организации|1
6361|убийство лишен|1
6362|осуществление банковских|1
6363|отказаться эксплуатации|1
6364|пройдет мая|1
6365|экспертов оценкам|1
6366|подписей попытках|1
6367|застрелен января|1
6368|уточнил ущерб|1
6369|нескольких котором|1
6370|действуют марте|1
6371|российская команда|1
6372|погибли опрошенных|1
6373|апреля собрал|1
6374|проведению выборов|1
6375|клинику изменил|1
6376|импорт газа|1
6377|решение расследовании|1
6378|действуют акций|1
6379|ключевых задач|1
6380|обсуждалась преддверии|1
6381|швейцарии австрии|1
6382|работал пресс|1
6383|очевидцев доставлен|1
6384|отказываться транзита|1
6385|победой сообщается|1
6386|смог договориться|1
6387|огня ираке|1
6388|августа москве|1
6389|погибли одна|1
6390|аресте нового|1
6391|рф владимира|1
6392|сделал мая|1
6393|ранен ходе|1
6394|службе заводе|1
6395|акций ммвб|1
6396|собрал квадратных|1
6397|интерфакса третьем|1
6398|дома пострадал|1
6399|смертников напали|1
6400|уточнила арестован|1
6401|условия территории|1
6402|вторым победы|1
6403|города проводит|1
6404|военнослужащих членов|1
6405|релизе компании|1
6406|стране должны|1
6407|ученых система|1
6408|каеды качестве|1
6409|весной афганистан|1
6410|голосов передает|1
6411|правления аэрофлота|1
6412|добиться возобновления|1
6413|пройдет конкурс|1
6414|первого этапа|1
6415|квартире сотрудники|1
6416|частности экспорт|1
6417|произошла августа|1
6418|обработки процента|1
6419|пострадал выяснилось|1
6420|десятки ранены|1
6421|жертвой теракта|1
6422|сообщается арестован|1
6423|информация определенные|1
6424|продал долю|1
6425|арестован ноябрь|1
6426|одноименного управления|1
6427|проекта составляет|1
6428|направлена работу|1
6429|больницу поля|1
6430|человека эвакуированы|1
6431|заявил родину|1
6432|грозит пожизненное|1
6433|происходит протяжении|1
6434|дома газпром|1
6435|дни размещены|1
6436|задержаны большинство|1
6437|государства пройдут|1
6438|федерации посвященном|1
6439|готовы прекратить|1
6440|ввести мораторий|1
6441|сша хватает|1
6442|дома уточняется|1
6443|глава втб|1
6444|установлены ясно|1
6445|предполагалось приговор|1
6446|ведомства прошлой|1
6447|известны результате|1
6448|обамы признала|1
6449|посетит месте|1
6450|донбассе территории|1
6451|предполагается случае|1
6452|родина является|1
6453|каеда объединяет|1
6454|оппозиции опровергли|1
6455|злоумышленников пытался|1
6456|двое пассажиров|1
6457|житель тюмени|1
6458|совета министров|1
6459|отношения никаких|1
6460|проходит москве|1
6461|тимошенко призвала|1
6462|обсудить намерен|1
6463|словам угрожает|1
6464|отметил желает|1
6465|необходимости выполнять|1
6466|комментируя ситуацию|1
6467|большинство высказались|1
6468|слава золотой|1
6469|организован конце|1
6470|алиев выступил|1
6471|месяц отмечает|1
6472|призвала использовать|1
6473|оценки критиков|1
6474|тему последовало|1
6475|уточнила ходе|1
6476|опасения покупки|1
6477|предполагалось ввп|1
6478|связи ростом|1
6479|руководит летний|1
6480|голосования вынуждены|1
6481|проводились штатном|1
6482|жилья аренду|1
6483|участках голосования|1
6484|теракта беслане|1
6485|зафиксированы туристов|1
6486|россии сократились|1
6487|ясно вынужден|1
6488|подразделения спецназа|1
6489|месте является|1
6490|дискуссии киеве|1
6491|выдвинут сменил|1
6492|жертв выросло|1
6493|краже приговорены|1
6494|результаты референдума|1
6495|меры санкции|1
6496|задержали киеве|1
6497|кастро объявил|1
6498|развития страны|1
6499|словам продано|1
6500|случае боевики|1
6501|напомним городе|1
6502|работу производиться|1
6503|долгов рынке|1
6504|нефть стали|1
6505|заплатил половину|1
6506|спасти происшествия|1
6507|составить миллиарда|1
6508|свободы пользу|1
6509|испании сезона|1
6510|партию автономном|1
6511|застрелен границе|1
6512|суда построен|1
6513|компаний некоторых|1
6514|готов работе|1
6515|качестве каком|1
6516|мнению главы|1
6517|изоляторе обстоятельства|1
6518|москву удостоен|1
6519|вскоре задержания|1
6520|итоге самым|1
6521|содействия развитию|1
6522|словам сша|1
6523|мужчин получили|1
6524|сша джордж|1
6525|фифа скорее|1
6526|переговорах мнению|1
6527|стоимость данным|1
6528|тегеран выполнил|1
6529|страны текущем|1
6530|запрещает въезд|1
6531|подсудимых подозреваются|1
6532|прокат вышел|1
6533|прокуратура подозревает|1
6534|очевидцев борту|1
6535|мебели море|1
6536|разу одна|1
6537|вциом сообщаются|1
6538|донбассе сектор|1
6539|компании исламское|1
6540|скандал участием|1
6541|военная операция|1
6542|итоге система|1
6543|победы площадке|1
6544|участие местному|1
6545|проводится минске|1
6546|опьянения словам|1
6547|писатель провел|1
6548|сирии сбит|1
6549|программы юкоса|1
6550|факт убийства|1
6551|мужчина словам|1
6552|декабре депутаты|1
6553|мера приостановлена|1
6554|суд отозвал|1
6555|вооружении аль|1
6556|москве россии|1
6557|интерфакса погибли|1
6558|дела введены|1
6559|ограничении конкуренции|1
6560|переговорам покупке|1
6561|отказа суд|1
6562|примера политики|1
6563|сирии нато|1
6564|местах отметил|1
6565|трампа демократическая|1
6566|участвовать турнире|1
6567|делами президента|1
6568|недвижимости вырос|1
6569|массовых беспорядков|1
6570|превысит процента|1
6571|заявив поддержит|1
6572|дней декабря|1
6573|мере сша|1
6574|агентство погибли|1
6575|спасатели находились|1
6576|море париже|1
6577|путешественников выросло|1
6578|перехват проводится|1
6579|организации признает|1
6580|стоимость каждой|1
6581|законопроекта запрете|1
6582|представителей процедура|1
6583|передан родину|1
6584|путиным поставках|1
6585|турции случае|1
6586|тела трех|1
6587|улюкаев передает|1
6588|тренировки команд|1
6589|нападении задержаны|1
6590|граждане турции|1
6591|должность июне|1
6592|альянса го|1
6593|совершено уголовных|1
6594|попросили оказать|1
6595|состояние числе|1
6596|признает независимость|1
6597|месте словам|1
6598|произошли воскресенье|1
6599|прокат первым|1
6600|аксессуары борту|1
6601|итогам прошлого|1
6602|построен площадь|1
6603|числе аль|1
6604|подтвердили признает|1
6605|кодекса россии|1
6606|уточняются словам|1
6607|случае войны|1
6608|отклонил жалобу|1
6609|группа остановлена|1
6610|научные предметы|1
6611|боевиков включая|1
6612|хватает миллиардов|1
6613|аналитиков результате|1
6614|испытания ядерного|1
6615|фонда эксплуатации|1
6616|обвинение совершении|1
6617|компенсации введены|1
6618|преступления отпустили|1
6619|число процента|1
6620|находится разработке|1
6621|расположенном доме|1
6622|осталась месте|1
6623|частности запрещает|1
6624|прошла июля|1
6625|персонажей качестве|1
6626|стороны страны|1
6627|убит декабря|1
6628|образ жизни|1
6629|новостроек жилья|1
6630|стран числе|1
6631|отсутствия согласия|1
6632|россии исламское|1
6633|администрации андрея|1
6634|республиканцев отказаться|1
6635|подняться борт|1
6636|числе перспективе|1
6637|опасается хотела|1
6638|привлечь ответственности|1
6639|полет московском|1
6640|финансов рф|1
6641|военных территории|1
6642|девочка пропал|1
6643|ндс снижена|1
6644|финале отметили|1
6645|использованы заставить|1
6646|цены бензин|1
6647|нападение совершении|1
6648|совете безопасности|1
6649|украине введены|1
6650|успеха намерен|1
6651|происходит соответствии|1
6652|числе качестве|1
6653|аналитиков составляет|1
6654|играть сборную|1
6655|площадке совершено|1
6656|итоге попал|1
6657|результате автобусе|1
6658|краже проходили|1
6659|установил приговор|1
6660|медведева заседание|1
6661|обороны финале|1
6662|чубайса состоять|1
6663|полиции госпитализированы|1
6664|вызвало значительное|1
6665|новосибирска свободу|1
6666|морозов олимпийские|1
6667|находился месте|1
6668|сфере строительства|1
6669|беслане прошел|1
6670|комиссии связано|1
6671|опубликованном понедельник|1
6672|больнице скрывался|1
6673|лондона обвиняет|1
6674|совершен теракт|1
6675|въезда внесен|1
6676|экземпляров евро|1
6677|москвичей москвичей|1
6678|потушен сентября|1
6679|заводе скорой|1
6680|банковских операций|1
6681|бои юго|1
6682|принят начале|1
6683|китае отметили|1
6684|минска возбудила|1
6685|удален итоге|1
6686|афганистане задержаны|1
6687|проект составил|1
6688|произошло течение|1
6689|следователи задержаны|1
6690|трампа собирается|1
6691|вагонов мире|1
6692|требований конституции|1
6693|переехал строй|1
6694|пожара торговом|1
6695|сложности квадратных|1
6696|выделить чистой|1
6697|выборов отметил|1
6698|успеха откажется|1
6699|юкоса заседание|1
6700|изменил информацию|1
6701|представителей сможет|1
6702|хватает документов|1
6703|двое попытках|1
6704|новые правила|1
6705|дела сделку|1
6706|утверждалось является|1
6707|финансовым кризисом|1
6708|организация признана|1
6709|человека итоге|1
6710|саммите газпром|1
6711|влиять ответственность|1
6712|властей протяжении|1
